Order ID,Order Date,Ship Date,Catomer Name,Country,City,State,Category,Product Name,Sales,Quantity,Profit,,concat for Query,,,,,,,,,,,,,,,,,,,,,,
CA-2013-115819,4/20/2013,4/25/2013,Vivaan Khan,United States,Los Angeles,California,Machines,Eco Laminator,39.96,5,12.99,,"('CA-2013-115819', '2013-04-20', '2013-04-25', 'Vivaan Khan', 'United States', 'Los Angeles', 'California', 'Machines', 'Eco Laminator', 39.96, 5, 12.99),",,,,,,,,,,,,,,,,,,,,,,
CA-2013-115819,4/20/2013,4/25/2013,Rahul Davis,United States,Los Angeles,California,Chairs,Wooden Office Chair,5.46,3,1.53,,"('CA-2013-115819', '2013-04-20', '2013-04-25', 'Rahul Davis', 'United States', 'Los Angeles', 'California', 'Chairs', 'Wooden Office Chair', 5.46, 3, 1.53),",,,,,,,,,,,,,,,,,,,,,,
CA-2013-115819,4/20/2013,4/25/2013,Daniel Smith,United States,Los Angeles,California,Paper,Heavy-Duty Copy Paper,73.2,5,21.23,,"('CA-2013-115819', '2013-04-20', '2013-04-25', 'Daniel Smith', 'United States', 'Los Angeles', 'California', 'Paper', 'Heavy-Duty Copy Paper', 73.20, 5, 21.23),",,,,,,,,,,,,,,,,,,,,,,
CA-2013-115819,4/20/2013,4/25/2013,Isha Patel,United States,Los Angeles,California,Supplies,Executive Calculator,5.84,1,1.97,,"('CA-2013-115819', '2013-04-20', '2013-04-25', 'Isha Patel', 'United States', 'Los Angeles', 'California', 'Supplies', 'Executive Calculator', 5.84, 1, 1.97),",,,,,,,,,,,,,,,,,,,,,,
CA-2013-115819,4/20/2013,4/25/2013,Aarav Nair,United States,Los Angeles,California,Supplies,Wooden Tape Roll,22.72,4,10.22,,"('CA-2013-115819', '2013-04-20', '2013-04-25', 'Aarav Nair', 'United States', 'Los Angeles', 'California', 'Supplies', 'Wooden Tape Roll', 22.72, 4, 10.22),",,,,,,,,,,,,,,,,,,,,,,
CA-2013-115819,4/20/2013,4/25/2013,Rahul Gupta,United States,Los Angeles,California,Fasteners,Multi-Purpose Paper Clips,9.34,3,3.27,,"('CA-2013-115819', '2013-04-20', '2013-04-25', 'Rahul Gupta', 'United States', 'Los Angeles', 'California', 'Fasteners', 'Multi-Purpose Paper Clips', 9.34, 3, 3.27),",,,,,,,,,,,,,,,,,,,,,,
US-2011-156349,5/26/2011,5/30/2011,Neha Johnson,United States,Los Angeles,California,Bookcases,Premium Metal Bookcase,290.67,2,27.36,,"('US-2011-156349', '2011-05-26', '2011-05-30', 'Neha Johnson', 'United States', 'Los Angeles', 'California', 'Bookcases', 'Premium Metal Bookcase', 290.67, 2, 27.36),",,,,,,,,,,,,,,,,,,,,,,
US-2011-156349,5/26/2011,5/30/2011,Kavya Das,United States,Los Angeles,California,Storage,Classic Shelf Organizer,201.58,2,20.16,,"('US-2011-156349', '2011-05-26', '2011-05-30', 'Kavya Das', 'United States', 'Los Angeles', 'California', 'Storage', 'Classic Shelf Organizer', 201.58, 2, 20.16),",,,,,,,,,,,,,,,,,,,,,,
US-2011-156349,5/26/2011,5/30/2011,Vihaan Miller,United States,Los Angeles,California,Copiers,Executive All-in-One Copier,83.98,2,31.49,,"('US-2011-156349', '2011-05-26', '2011-05-30', 'Vihaan Miller', 'United States', 'Los Angeles', 'California', 'Copiers', 'Executive All-in-One Copier', 83.98, 2, 31.49),",,,,,,,,,,,,,,,,,,,,,,
US-2014-138380,12/22/2014,12/26/2014,Isha Davis,United States,Oakland,California,Binders,Smart Presentation Binder,1000.02,7,290.01,,"('US-2014-138380', '2014-12-22', '2014-12-26', 'Isha Davis', 'United States', 'Oakland', 'California', 'Binders', 'Smart Presentation Binder', 1000.02, 7, 290.01),",,,,,,,,,,,,,,,,,,,,,,
US-2014-108560,7/9/2014,7/16/2014,Kavya Das,United States,Kent,Washington,Binders,Classic Presentation Binder,198.46,2,99.23,,"('US-2014-108560', '2014-07-09', '2014-07-16', 'Kavya Das', 'United States', 'Kent', 'Washington', 'Binders', 'Classic Presentation Binder', 198.46, 2, 99.23),",,,,,,,,,,,,,,,,,,,,,,
US-2014-108560,7/9/2014,7/16/2014,Ananya Gupta,United States,Kent,Washington,Phones,Adjustable Charging Dock,786.48,8,385.38,,"('US-2014-108560', '2014-07-09', '2014-07-16', 'Ananya Gupta', 'United States', 'Kent', 'Washington', 'Phones', 'Adjustable Charging Dock', 786.48, 8, 385.38),",,,,,,,,,,,,,,,,,,,,,,
US-2014-108560,7/9/2014,7/16/2014,Neha Gupta,United States,Kent,Washington,Furnishings,Classic Side Table,23.17,2,7.82,,"('US-2014-108560', '2014-07-09', '2014-07-16', 'Neha Gupta', 'United States', 'Kent', 'Washington', 'Furnishings', 'Classic Side Table', 23.17, 2, 7.82),",,,,,,,,,,,,,,,,,,,,,,
US-2014-108560,7/9/2014,7/16/2014,David Shah,United States,Kent,Washington,Phones,Professional Charging Dock,50,2,10.5,,"('US-2014-108560', '2014-07-09', '2014-07-16', 'David Shah', 'United States', 'Kent', 'Washington', 'Phones', 'Professional Charging Dock', 50.00, 2, 10.50),",,,,,,,,,,,,,,,,,,,,,,
US-2012-157084,12/19/2012,12/24/2012,Sneha Deshmukh,United States,Los Angeles,California,Accessories,Smart Cable Organizer,675.96,5,84.5,,"('US-2012-157084', '2012-12-19', '2012-12-24', 'Sneha Deshmukh', 'United States', 'Los Angeles', 'California', 'Accessories', 'Smart Cable Organizer', 675.96, 5, 84.50),",,,,,,,,,,,,,,,,,,,,,,
US-2012-157084,12/19/2012,12/24/2012,Michael Smith,United States,Los Angeles,California,Envelopes,Portable Window Envelope,1265.85,3,556.97,,"('US-2012-157084', '2012-12-19', '2012-12-24', 'Michael Smith', 'United States', 'Los Angeles', 'California', 'Envelopes', 'Portable Window Envelope', 1265.85, 3, 556.97),",,,,,,,,,,,,,,,,,,,,,,
US-2011-168984,11/26/2011,12/2/2011,Emily Singh,United States,Tigard,Oregon,Furnishings,Budget Side Table,15.55,3,5.44,,"('US-2011-168984', '2011-11-26', '2011-12-02', 'Emily Singh', 'United States', 'Tigard', 'Oregon', 'Furnishings', 'Budget Side Table', 15.55, 3, 5.44),",,,,,,,,,,,,,,,,,,,,,,
US-2011-168984,11/26/2011,12/2/2011,John Sharma,United States,Tigard,Oregon,Binders,Ergonomic Lever Arch File,669.08,5,-167.27,,"('US-2011-168984', '2011-11-26', '2011-12-02', 'John Sharma', 'United States', 'Tigard', 'Oregon', 'Binders', 'Ergonomic Lever Arch File', 669.08, 5, -167.27),",,,,,,,,,,,,,,,,,,,,,,
US-2011-168984,11/26/2011,12/2/2011,Riya Brown,United States,Tigard,Oregon,Binders,Modern Presentation Binder,438.34,4,-87.67,,"('US-2011-168984', '2011-11-26', '2011-12-02', 'Riya Brown', 'United States', 'Tigard', 'Oregon', 'Binders', 'Modern Presentation Binder', 438.34, 4, -87.67),",,,,,,,,,,,,,,,,,,,,,,
US-2012-111829,3/19/2012,3/20/2012,Aisha Kulkarni,United States,Seattle,Washington,Envelopes,Professional Catalog Envelope,1247.64,3,349.34,,"('US-2012-111829', '2012-03-19', '2012-03-20', 'Aisha Kulkarni', 'United States', 'Seattle', 'Washington', 'Envelopes', 'Professional Catalog Envelope', 1247.64, 3, 349.34),",,,,,,,,,,,,,,,,,,,,,,
US-2012-111829,3/19/2012,3/20/2012,Vihaan Smith,United States,Seattle,Washington,Phones,Heavy-Duty Cordless Phone,3149.93,7,1480.47,,"('US-2012-111829', '2012-03-19', '2012-03-20', 'Vihaan Smith', 'United States', 'Seattle', 'Washington', 'Phones', 'Heavy-Duty Cordless Phone', 3149.93, 7, 1480.47),",,,,,,,,,,,,,,,,,,,,,,
US-2012-111829,3/19/2012,3/20/2012,Olivia Davis,United States,Seattle,Washington,Paper,Heavy-Duty Notebook,209.7,2,100.66,,"('US-2012-111829', '2012-03-19', '2012-03-20', 'Olivia Davis', 'United States', 'Seattle', 'Washington', 'Paper', 'Heavy-Duty Notebook', 209.70, 2, 100.66),",,,,,,,,,,,,,,,,,,,,,,
US-2011-135699,8/29/2011,8/29/2011,Pooja Deshmukh,United States,San Francisco,California,Fasteners,Wooden Staples,109.92,2,53.86,,"('US-2011-135699', '2011-08-29', '2011-08-29', 'Pooja Deshmukh', 'United States', 'San Francisco', 'California', 'Fasteners', 'Wooden Staples', 109.92, 2, 53.86),",,,,,,,,,,,,,,,,,,,,,,
US-2011-135699,8/29/2011,8/29/2011,Michael Smith,United States,San Francisco,California,Binders,Heavy-Duty Portfolio Binder,13.36,2,6.41,,"('US-2011-135699', '2011-08-29', '2011-08-29', 'Michael Smith', 'United States', 'San Francisco', 'California', 'Binders', 'Heavy-Duty Portfolio Binder', 13.36, 2, 6.41),",,,,,,,,,,,,,,,,,,,,,,
CA-2014-132444,11/19/2014,11/22/2014,Vivaan Nair,United States,Seattle,Washington,Phones,Portable Phone Case,169.68,6,45.81,,"('CA-2014-132444', '2014-11-19', '2014-11-22', 'Vivaan Nair', 'United States', 'Seattle', 'Washington', 'Phones', 'Portable Phone Case', 169.68, 6, 45.81),",,,,,,,,,,,,,,,,,,,,,,
CA-2014-132444,11/19/2014,11/22/2014,Sneha Singh,United States,Seattle,Washington,Furnishings,Wireless Wall Shelf,132.52,4,54.33,,"('CA-2014-132444', '2014-11-19', '2014-11-22', 'Sneha Singh', 'United States', 'Seattle', 'Washington', 'Furnishings', 'Wireless Wall Shelf', 132.52, 4, 54.33),",,,,,,,,,,,,,,,,,,,,,,
CA-2014-132444,11/19/2014,11/22/2014,Sneha Kulkarni,United States,Seattle,Washington,Bookcases,Multi-Purpose Metal Bookcase,2.96,2,1.42,,"('CA-2014-132444', '2014-11-19', '2014-11-22', 'Sneha Kulkarni', 'United States', 'Seattle', 'Washington', 'Bookcases', 'Multi-Purpose Metal Bookcase', 2.96, 2, 1.42),",,,,,,,,,,,,,,,,,,,,,,
CA-2014-132444,11/19/2014,11/22/2014,Sneha Smith,United States,Seattle,Washington,Accessories,Multi-Purpose Mouse Pad,8.45,2,2.96,,"('CA-2014-132444', '2014-11-19', '2014-11-22', 'Sneha Smith', 'United States', 'Seattle', 'Washington', 'Accessories', 'Multi-Purpose Mouse Pad', 8.45, 2, 2.96),",,,,,,,,,,,,,,,,,,,,,,
CA-2014-132444,11/19/2014,11/22/2014,Priya Mehta,United States,Seattle,Washington,Art,Classic Frame,95.94,3,9.59,,"('CA-2014-132444', '2014-11-19', '2014-11-22', 'Priya Mehta', 'United States', 'Seattle', 'Washington', 'Art', 'Classic Frame', 95.94, 3, 9.59),",,,,,,,,,,,,,,,,,,,,,,
US-2014-161809,1/21/2014,1/27/2014,Aditya Davis,United States,Los Angeles,California,Storage,Luxury Cabinet,160.78,3,10.05,,"('US-2014-161809', '2014-01-21', '2014-01-27', 'Aditya Davis', 'United States', 'Los Angeles', 'California', 'Storage', 'Luxury Cabinet', 160.78, 3, 10.05),",,,,,,,,,,,,,,,,,,,,,,
US-2014-127285,10/31/2014,11/7/2014,Neha Gupta,United States,Seattle,Washington,Art,Heavy-Duty Poster,88.75,3,27.74,,"('US-2014-127285', '2014-10-31', '2014-11-07', 'Neha Gupta', 'United States', 'Seattle', 'Washington', 'Art', 'Heavy-Duty Poster', 88.75, 3, 27.74),",,,,,,,,,,,,,,,,,,,,,,
US-2014-127285,10/31/2014,11/7/2014,Arjun Nair,United States,Seattle,Washington,Appliances,Wooden Microwave,13.9,2,5.21,,"('US-2014-127285', '2014-10-31', '2014-11-07', 'Arjun Nair', 'United States', 'Seattle', 'Washington', 'Appliances', 'Wooden Microwave', 13.90, 2, 5.21),",,,,,,,,,,,,,,,,,,,,,,
US-2013-107615,3/23/2013,3/26/2013,Isha Shah,United States,North Las Vegas,Nevada,Copiers,Compact Laser Copier,58.58,2,19.33,,"('US-2013-107615', '2013-03-23', '2013-03-26', 'Isha Shah', 'United States', 'North Las Vegas', 'Nevada', 'Copiers', 'Compact Laser Copier', 58.58, 2, 19.33),",,,,,,,,,,,,,,,,,,,,,,
US-2013-122728,5/19/2013,5/25/2013,Sarah Gupta,United States,San Francisco,California,Copiers,Portable Laser Copier,104.28,3,26.07,,"('US-2013-122728', '2013-05-19', '2013-05-25', 'Sarah Gupta', 'United States', 'San Francisco', 'California', 'Copiers', 'Portable Laser Copier', 104.28, 3, 26.07),",,,,,,,,,,,,,,,,,,,,,,
US-2013-122728,5/19/2013,5/25/2013,Neha Das,United States,San Francisco,California,Binders,Heavy-Duty Document Folder,17.94,3,8.79,,"('US-2013-122728', '2013-05-19', '2013-05-25', 'Neha Das', 'United States', 'San Francisco', 'California', 'Binders', 'Heavy-Duty Document Folder', 17.94, 3, 8.79),",,,,,,,,,,,,,,,,,,,,,,
CA-2013-101497,9/30/2013,10/2/2013,Sophia Deshmukh,United States,Los Angeles,California,Tables,Portable Study Table,18.97,1,9.11,,"('CA-2013-101497', '2013-09-30', '2013-10-02', 'Sophia Deshmukh', 'United States', 'Los Angeles', 'California', 'Tables', 'Portable Study Table', 18.97, 1, 9.11),",,,,,,,,,,,,,,,,,,,,,,
US-2013-147585,11/8/2013,11/13/2013,Sophia Sharma,United States,San Francisco,California,Machines,Classic Paper Cutter,14.82,3,6.22,,"('US-2013-147585', '2013-11-08', '2013-11-13', 'Sophia Sharma', 'United States', 'San Francisco', 'California', 'Machines', 'Classic Paper Cutter', 14.82, 3, 6.22),",,,,,,,,,,,,,,,,,,,,,,
US-2012-148376,12/27/2012,12/31/2012,David Brown,United States,Los Angeles,California,Accessories,Professional Laptop Stand,106.96,2,31.02,,"('US-2012-148376', '2012-12-27', '2012-12-31', 'David Brown', 'United States', 'Los Angeles', 'California', 'Accessories', 'Professional Laptop Stand', 106.96, 2, 31.02),",,,,,,,,,,,,,,,,,,,,,,
US-2012-148376,12/27/2012,12/31/2012,Rohan Deshmukh,United States,Los Angeles,California,Accessories,Wireless Laptop Stand,21.56,7,10.35,,"('US-2012-148376', '2012-12-27', '2012-12-31', 'Rohan Deshmukh', 'United States', 'Los Angeles', 'California', 'Accessories', 'Wireless Laptop Stand', 21.56, 7, 10.35),",,,,,,,,,,,,,,,,,,,,,,
US-2011-135657,6/3/2011,6/7/2011,Michael Smith,United States,Seattle,Washington,Storage,Budget Drawer Unit,515.88,6,113.49,,"('US-2011-135657', '2011-06-03', '2011-06-07', 'Michael Smith', 'United States', 'Seattle', 'Washington', 'Storage', 'Budget Drawer Unit', 515.88, 6, 113.49),",,,,,,,,,,,,,,,,,,,,,,
US-2011-139857,2/3/2011,2/7/2011,Sai Khan,United States,San Diego,California,Art,Adjustable Acrylic Paint Set,12.35,5,5.8,,"('US-2011-139857', '2011-02-03', '2011-02-07', 'Sai Khan', 'United States', 'San Diego', 'California', 'Art', 'Adjustable Acrylic Paint Set', 12.35, 5, 5.80),",,,,,,,,,,,,,,,,,,,,,,
US-2013-106306,3/9/2013,3/9/2013,Amit Singh,United States,Glendale,Arizona,Machines,Ergonomic Label Maker,9.7,3,-7.11,,"('US-2013-106306', '2013-03-09', '2013-03-09', 'Amit Singh', 'United States', 'Glendale', 'Arizona', 'Machines', 'Ergonomic Label Maker', 9.70, 3, -7.11),",,,,,,,,,,,,,,,,,,,,,,
US-2014-123491,10/31/2014,11/6/2014,Neha Roy,United States,San Francisco,California,Art,Luxury Sketch Pad,43.86,6,20.61,,"('US-2014-123491', '2014-10-31', '2014-11-06', 'Neha Roy', 'United States', 'San Francisco', 'California', 'Art', 'Luxury Sketch Pad', 43.86, 6, 20.61),",,,,,,,,,,,,,,,,,,,,,,
US-2014-123491,10/31/2014,11/6/2014,Riya Reddy,United States,San Francisco,California,Supplies,Deluxe Tape Roll,148.48,2,16.7,,"('US-2014-123491', '2014-10-31', '2014-11-06', 'Riya Reddy', 'United States', 'San Francisco', 'California', 'Supplies', 'Deluxe Tape Roll', 148.48, 2, 16.70),",,,,,,,,,,,,,,,,,,,,,,
US-2014-123491,10/31/2014,11/6/2014,Amit Gupta,United States,San Francisco,California,Bookcases,Smart Corner Bookcase,7.42,2,3.71,,"('US-2014-123491', '2014-10-31', '2014-11-06', 'Amit Gupta', 'United States', 'San Francisco', 'California', 'Bookcases', 'Smart Corner Bookcase', 7.42, 2, 3.71),",,,,,,,,,,,,,,,,,,,,,,
US-2014-123491,10/31/2014,11/6/2014,Aarav Nair,United States,San Francisco,California,Tables,Premium Meeting Table,71.99,1,-0.9,,"('US-2014-123491', '2014-10-31', '2014-11-06', 'Aarav Nair', 'United States', 'San Francisco', 'California', 'Tables', 'Premium Meeting Table', 71.99, 1, -0.90),",,,,,,,,,,,,,,,,,,,,,,
US-2014-123491,10/31/2014,11/6/2014,Sai Patel,United States,San Francisco,California,Paper,Smart Writing Pad,19.9,5,6.57,,"('US-2014-123491', '2014-10-31', '2014-11-06', 'Sai Patel', 'United States', 'San Francisco', 'California', 'Paper', 'Smart Writing Pad', 19.90, 5, 6.57),",,,,,,,,,,,,,,,,,,,,,,
US-2014-123491,10/31/2014,11/6/2014,Sneha Kulkarni,United States,San Francisco,California,Furnishings,Wireless Cushion,1702.12,14,510.64,,"('US-2014-123491', '2014-10-31', '2014-11-06', 'Sneha Kulkarni', 'United States', 'San Francisco', 'California', 'Furnishings', 'Wireless Cushion', 1702.12, 14, 510.64),",,,,,,,,,,,,,,,,,,,,,,
US-2014-104003,10/8/2014,10/14/2014,Olivia Davis,United States,San Francisco,California,Bookcases,Heavy-Duty Wood Bookcase,307.67,2,-14.48,,"('US-2014-104003', '2014-10-08', '2014-10-14', 'Olivia Davis', 'United States', 'San Francisco', 'California', 'Bookcases', 'Heavy-Duty Wood Bookcase', 307.67, 2, -14.48),",,,,,,,,,,,,,,,,,,,,,,
US-2012-130204,9/3/2012,9/9/2012,John Roy,United States,San Francisco,California,Storage,Multi-Purpose Shelf Organizer,31.44,3,8.49,,"('US-2012-130204', '2012-09-03', '2012-09-09', 'John Roy', 'United States', 'San Francisco', 'California', 'Storage', 'Multi-Purpose Shelf Organizer', 31.44, 3, 8.49),",,,,,,,,,,,,,,,,,,,,,,
US-2012-130204,9/3/2012,9/9/2012,Aisha Roy,United States,San Francisco,California,Tables,Executive Side Table,17.9,2,3.4,,"('US-2012-130204', '2012-09-03', '2012-09-09', 'Aisha Roy', 'United States', 'San Francisco', 'California', 'Tables', 'Executive Side Table', 17.90, 2, 3.40),",,,,,,,,,,,,,,,,,,,,,,
US-2012-130204,9/3/2012,9/9/2012,Rahul Shah,United States,San Francisco,California,Copiers,Smart Digital Copier,129.45,5,46.6,,"('US-2012-130204', '2012-09-03', '2012-09-09', 'Rahul Shah', 'United States', 'San Francisco', 'California', 'Copiers', 'Smart Digital Copier', 129.45, 5, 46.60),",,,,,,,,,,,,,,,,,,,,,,
US-2011-110527,8/9/2011,8/16/2011,Neha Gupta,United States,San Diego,California,Envelopes,Slim Bubble Mailer,20.88,8,9.6,,"('US-2011-110527', '2011-08-09', '2011-08-16', 'Neha Gupta', 'United States', 'San Diego', 'California', 'Envelopes', 'Slim Bubble Mailer', 20.88, 8, 9.60),",,,,,,,,,,,,,,,,,,,,,,
US-2014-168837,10/15/2014,10/18/2014,Priya Verma,United States,Oakland,California,Appliances,Professional Microwave,9.46,2,3.69,,"('US-2014-168837', '2014-10-15', '2014-10-18', 'Priya Verma', 'United States', 'Oakland', 'California', 'Appliances', 'Professional Microwave', 9.46, 2, 3.69),",,,,,,,,,,,,,,,,,,,,,,
US-2014-116715,12/3/2014,12/6/2014,Neha Das,United States,San Francisco,California,Binders,Ergonomic Document Folder,559.62,9,151.1,,"('US-2014-116715', '2014-12-03', '2014-12-06', 'Neha Das', 'United States', 'San Francisco', 'California', 'Binders', 'Ergonomic Document Folder', 559.62, 9, 151.10),",,,,,,,,,,,,,,,,,,,,,,
US-2014-116715,12/3/2014,12/6/2014,Sneha Deshmukh,United States,San Francisco,California,Paper,Smart Notebook,109.92,2,53.86,,"('US-2014-116715', '2014-12-03', '2014-12-06', 'Sneha Deshmukh', 'United States', 'San Francisco', 'California', 'Paper', 'Smart Notebook', 109.92, 2, 53.86),",,,,,,,,,,,,,,,,,,,,,,
US-2014-116715,12/3/2014,12/6/2014,John Roy,United States,San Francisco,California,Bookcases,Slim Wood Bookcase,8.56,2,3.85,,"('US-2014-116715', '2014-12-03', '2014-12-06', 'John Roy', 'United States', 'San Francisco', 'California', 'Bookcases', 'Slim Wood Bookcase', 8.56, 2, 3.85),",,,,,,,,,,,,,,,,,,,,,,
US-2012-130785,9/5/2012,9/9/2012,Sneha Smith,United States,San Diego,California,Chairs,Heavy-Duty Office Chair,411.33,4,-4.84,,"('US-2012-130785', '2012-09-05', '2012-09-09', 'Sneha Smith', 'United States', 'San Diego', 'California', 'Chairs', 'Heavy-Duty Office Chair', 411.33, 4, -4.84),",,,,,,,,,,,,,,,,,,,,,,
US-2012-130785,9/5/2012,9/9/2012,David Deshmukh,United States,San Diego,California,Appliances,Slim Toaster,28.75,6,9.7,,"('US-2012-130785', '2012-09-05', '2012-09-09', 'David Deshmukh', 'United States', 'San Diego', 'California', 'Appliances', 'Slim Toaster', 28.75, 6, 9.70),",,,,,,,,,,,,,,,,,,,,,,
US-2012-130785,9/5/2012,9/9/2012,Krishna Miller,United States,San Diego,California,Appliances,Budget Mini Fridge,293.2,3,-20.7,,"('US-2012-130785', '2012-09-05', '2012-09-09', 'Krishna Miller', 'United States', 'San Diego', 'California', 'Appliances', 'Budget Mini Fridge', 293.20, 3, -20.70),",,,,,,,,,,,,,,,,,,,,,,
US-2012-105347,11/24/2012,11/28/2012,Sophia Reddy,United States,Los Angeles,California,Art,Professional Art Portfolio,368.91,9,180.77,,"('US-2012-105347', '2012-11-24', '2012-11-28', 'Sophia Reddy', 'United States', 'Los Angeles', 'California', 'Art', 'Professional Art Portfolio', 368.91, 9, 180.77),",,,,,,,,,,,,,,,,,,,,,,
US-2012-105347,11/24/2012,11/28/2012,Sai Miller,United States,Los Angeles,California,Paper,Wireless Notebook,14.7,5,6.62,,"('US-2012-105347', '2012-11-24', '2012-11-28', 'Sai Miller', 'United States', 'Los Angeles', 'California', 'Paper', 'Wireless Notebook', 14.70, 5, 6.62),",,,,,,,,,,,,,,,,,,,,,,
US-2013-100965,7/8/2013,7/12/2013,Aditya Kulkarni,United States,San Jose,California,Fasteners,Compact Thumb Tacks,215.65,5,73.32,,"('US-2013-100965', '2013-07-08', '2013-07-12', 'Aditya Kulkarni', 'United States', 'San Jose', 'California', 'Fasteners', 'Compact Thumb Tacks', 215.65, 5, 73.32),",,,,,,,,,,,,,,,,,,,,,,
US-2013-149461,11/14/2013,11/20/2013,Ananya Sharma,United States,Auburn,Washington,Supplies,Adjustable Marker Set,4.18,1,1.5,,"('US-2013-149461', '2013-11-14', '2013-11-20', 'Ananya Sharma', 'United States', 'Auburn', 'Washington', 'Supplies', 'Adjustable Marker Set', 4.18, 1, 1.50),",,,,,,,,,,,,,,,,,,,,,,
CA-2013-116729,12/26/2013,12/29/2013,Neha Brown,United States,Los Angeles,California,Binders,Deluxe Lever Arch File,2575.94,7,257.59,,"('CA-2013-116729', '2013-12-26', '2013-12-29', 'Neha Brown', 'United States', 'Los Angeles', 'California', 'Binders', 'Deluxe Lever Arch File', 2575.94, 7, 257.59),",,,,,,,,,,,,,,,,,,,,,,
CA-2013-116729,12/26/2013,12/29/2013,Pooja Shah,United States,Los Angeles,California,Copiers,Eco Laser Copier,45.36,7,21.77,,"('CA-2013-116729', '2013-12-26', '2013-12-29', 'Pooja Shah', 'United States', 'Los Angeles', 'California', 'Copiers', 'Eco Laser Copier', 45.36, 7, 21.77),",,,,,,,,,,,,,,,,,,,,,,
CA-2013-116729,12/26/2013,12/29/2013,Isha Johnson,United States,Los Angeles,California,Supplies,Modern Calculator,254.24,7,76.27,,"('CA-2013-116729', '2013-12-26', '2013-12-29', 'Isha Johnson', 'United States', 'Los Angeles', 'California', 'Supplies', 'Modern Calculator', 254.24, 7, 76.27),",,,,,,,,,,,,,,,,,,,,,,
US-2012-131597,9/14/2012,9/18/2012,Amit Miller,United States,Los Angeles,California,Supplies,Adjustable Glue Stick,170.14,3,-8.51,,"('US-2012-131597', '2012-09-14', '2012-09-18', 'Amit Miller', 'United States', 'Los Angeles', 'California', 'Supplies', 'Adjustable Glue Stick', 170.14, 3, -8.51),",,,,,,,,,,,,,,,,,,,,,,
US-2012-164833,6/4/2012,6/4/2012,Krishna Gupta,United States,Seattle,Washington,Furnishings,Heavy-Duty Coat Rack,7.38,2,3.47,,"('US-2012-164833', '2012-06-04', '2012-06-04', 'Krishna Gupta', 'United States', 'Seattle', 'Washington', 'Furnishings', 'Heavy-Duty Coat Rack', 7.38, 2, 3.47),",,,,,,,,,,,,,,,,,,,,,,
US-2012-164833,6/4/2012,6/4/2012,Sarah Mehta,United States,Seattle,Washington,Fasteners,Portable Rubber Bands,9.26,2,3.06,,"('US-2012-164833', '2012-06-04', '2012-06-04', 'Sarah Mehta', 'United States', 'Seattle', 'Washington', 'Fasteners', 'Portable Rubber Bands', 9.26, 2, 3.06),",,,,,,,,,,,,,,,,,,,,,,
US-2012-125423,12/13/2012,12/15/2012,Priya Reddy,United States,Los Angeles,California,Furnishings,Compact Curtain Set,9.96,2,4.58,,"('US-2012-125423', '2012-12-13', '2012-12-15', 'Priya Reddy', 'United States', 'Los Angeles', 'California', 'Furnishings', 'Compact Curtain Set', 9.96, 2, 4.58),",,,,,,,,,,,,,,,,,,,,,,
US-2013-167507,12/23/2013,12/29/2013,Riya Mehta,United States,Redmond,Oregon,Chairs,Portable Executive Chair,31.32,10,-25.06,,"('US-2013-167507', '2013-12-23', '2013-12-29', 'Riya Mehta', 'United States', 'Redmond', 'Oregon', 'Chairs', 'Portable Executive Chair', 31.32, 10, -25.06),",,,,,,,,,,,,,,,,,,,,,,
US-2013-167507,12/23/2013,12/29/2013,Riya Brown,United States,Redmond,Oregon,Furnishings,Classic Desk Lamp,11.84,4,3.11,,"('US-2013-167507', '2013-12-23', '2013-12-29', 'Riya Brown', 'United States', 'Redmond', 'Oregon', 'Furnishings', 'Classic Desk Lamp', 11.84, 4, 3.11),",,,,,,,,,,,,,,,,,,,,,,
US-2013-167507,12/23/2013,12/29/2013,Aisha Smith,United States,Redmond,Oregon,Accessories,Professional Mouse Pad,22.78,1,4.84,,"('US-2013-167507', '2013-12-23', '2013-12-29', 'Aisha Smith', 'United States', 'Redmond', 'Oregon', 'Accessories', 'Professional Mouse Pad', 22.78, 1, 4.84),",,,,,,,,,,,,,,,,,,,,,,
CA-2014-113852,7/30/2014,8/3/2014,Sneha Smith,United States,Seattle,Washington,Phones,Heavy-Duty Cordless Phone,90.57,3,11.77,,"('CA-2014-113852', '2014-07-30', '2014-08-03', 'Sneha Smith', 'United States', 'Seattle', 'Washington', 'Phones', 'Heavy-Duty Cordless Phone', 90.57, 3, 11.77),",,,,,,,,,,,,,,,,,,,,,,
US-2014-128370,9/11/2014,9/11/2014,Daniel Gupta,United States,Los Angeles,California,Envelopes,Modern Window Envelope,362.35,3,27.18,,"('US-2014-128370', '2014-09-11', '2014-09-11', 'Daniel Gupta', 'United States', 'Los Angeles', 'California', 'Envelopes', 'Modern Window Envelope', 362.35, 3, 27.18),",,,,,,,,,,,,,,,,,,,,,,
US-2014-128370,9/11/2014,9/11/2014,Michael Shah,United States,Los Angeles,California,Furnishings,Deluxe Wall Shelf,7.18,2,2.25,,"('US-2014-128370', '2014-09-11', '2014-09-11', 'Michael Shah', 'United States', 'Los Angeles', 'California', 'Furnishings', 'Deluxe Wall Shelf', 7.18, 2, 2.25),",,,,,,,,,,,,,,,,,,,,,,
